Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/select_ABCBr AccABC savings accountCash walletS Acc""), select_option, true)",Chrome 111.0.0.0,,,05-01-2024 01:04:38,05-01-2024 01:04:39,1.250s,PASSED
"setText(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/input_Target date_targetdate""), date)",Chrome 111.0.0.0,,,05-01-2024 01:04:39,05-01-2024 01:04:40,0.787s,PASSED
"setText(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/input_Target amount_targetamount""), amount)",Chrome 111.0.0.0,,,05-01-2024 01:04:40,05-01-2024 01:04:40,0.768s,PASSED
"setText(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/textarea_Notes_notes""), note)",Chrome 111.0.0.0,,,05-01-2024 01:04:40,05-01-2024 01:04:41,0.764s,PASSED
"click(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/label_Group""))",Chrome 111.0.0.0,,,05-01-2024 01:04:41,05-01-2024 01:04:42,0.398s,PASSED
"setText(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/input_Group_object_group""), group)",Chrome 111.0.0.0,,,05-01-2024 01:04:42,05-01-2024 01:04:43,0.864s,PASSED
"click(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/label_After storing, return here to create _29457e""))",Chrome 111.0.0.0,,,05-01-2024 01:04:43,05-01-2024 01:04:44,1.013s,PASSED
"click(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank (1)""))",Chrome 111.0.0.0,,,05-01-2024 01:04:44,05-01-2024 01:04:45,1.155s,PASSED
"verifyElementPresent(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/p_The name of the piggy bank must be unique""), 0)",Chrome 111.0.0.0,,,05-01-2024 01:04:45,05-01-2024 01:04:45,0.502s,PASSED
"click(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/span_Logout""))",Chrome 111.0.0.0,,,05-01-2024 01:04:45,05-01-2024 01:04:46,1.058s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,05-01-2024 01:04:46,05-01-2024 01:04:47,0.509s,PASSED
,,,,,,,
Test Cases/Test Folder 02/Test 03_Same Pre,Chrome 111.0.0.0,,,05-01-2024 01:04:47,05-01-2024 01:05:07,20.244s,PASSED
"openBrowser("""")",Chrome 111.0.0.0,,,05-01-2024 01:04:47,05-01-2024 01:04:49,1.778s,PASSED
"navigateToUrl(""http://localhost/login"")",Chrome 111.0.0.0,,,05-01-2024 01:04:49,05-01-2024 01:04:50,1.074s,PASSED
"setText(findTestObject(""Object Repository/Page_Login to Firefly III/input_email""), ""nguyenthiminhkhai63@gmail.com"")",Chrome 111.0.0.0,,,05-01-2024 01:04:50,05-01-2024 01:04:51,1.611s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Login to Firefly III/input_password""), ""jAliK7bUrn6ECOXfsBMdlzuu61UDN6ru"")",Chrome 111.0.0.0,,,05-01-2024 01:04:51,05-01-2024 01:04:53,1.194s,PASSED
"click(findTestObject(""Object Repository/Page_Login to Firefly III/button_Sign in""))",Chrome 111.0.0.0,,,05-01-2024 01:04:53,05-01-2024 01:04:56,3.068s,PASSED
"click(findTestObject(""Object Repository/Page_Whats playing  Firefly III/a_Piggy banks""))",Chrome 111.0.0.0,,,05-01-2024 01:04:56,05-01-2024 01:04:59,2.791s,PASSED
"click(findTestObject(""Object Repository/Page_Piggy banks  Firefly III/a_Create new piggy bank""))",Chrome 111.0.0.0,,,05-01-2024 01:04:59,05-01-2024 01:05:00,1.066s,PASSED
"selectOptionByValue(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/select_ABCBr AccABC savings accountCash walletS Acc""), select_option, true)",Chrome 111.0.0.0,,,05-01-2024 01:05:00,05-01-2024 01:05:01,1.282s,PASSED
"setText(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/input_Target date_targetdate""), date)",Chrome 111.0.0.0,,,05-01-2024 01:05:01,05-01-2024 01:05:02,0.710s,PASSED
"setText(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/input_Target amount_targetamount""), amount)",Chrome 111.0.0.0,,,05-01-2024 01:05:02,05-01-2024 01:05:02,0.678s,PASSED
"setText(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/textarea_Notes_notes""), note)",Chrome 111.0.0.0,,,05-01-2024 01:05:02,05-01-2024 01:05:03,0.676s,PASSED
"click(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/label_Group""))",Chrome 111.0.0.0,,,05-01-2024 01:05:03,05-01-2024 01:05:03,0.348s,PASSED
"setText(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/input_Group_object_group""), group)",Chrome 111.0.0.0,,,05-01-2024 01:05:03,05-01-2024 01:05:04,0.873s,PASSED
"click(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/label_After storing, return here to create _29457e""))",Chrome 111.0.0.0,,,05-01-2024 01:05:04,05-01-2024 01:05:05,0.896s,PASSED
"click(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/button_Store new piggy bank (1)""))",Chrome 111.0.0.0,,,05-01-2024 01:05:05,05-01-2024 01:05:06,0.722s,PASSED
"verifyElementPresent(findTestObject(""Page_New piggy bank  Piggy banks  Firefly III/p_The name of the piggy bank must be unique""), 0)",Chrome 111.0.0.0,,,05-01-2024 01:05:06,05-01-2024 01:05:06,0.525s,PASSED
"click(findTestObject(""Object Repository/Page_New piggy bank  Piggy banks  Firefly III/span_Logout""))",Chrome 111.0.0.0,,,05-01-2024 01:05:06,05-01-2024 01:05:07,0.669s,PASSED
closeBrowser(),Chrome 111.0.0.0,,,05-01-2024 01:05:07,05-01-2024 01:05:07,0.234s,PASSED
